Time,Wind(knotsbft),Gust(knotsbft),Wind Direction(deg)
08/16 6:07:49,3.5,3.9,130
08/16 6:09:49,3.3,3.9,132
08/16 6:11:49,3.3,5.1,132
08/16 6:13:49,2.3,2.9,132
08/16 6:15:49,3.3,3.9,132
08/16 6:17:49,4.1,5.1,129
08/16 6:19:49,2.9,3.9,129
08/16 6:21:49,3.1,3.9,118
08/16 6:23:49,4.9,6,119
08/16 6:25:49,4.9,5.1,124
08/16 6:27:49,3.9,5.1,122
08/16 6:29:49,2.1,2.9,120
08/16 6:31:49,3.5,3.9,113
08/16 6:33:49,3.3,5.1,122
08/16 6:35:49,3.3,3.9,113
08/16 6:37:49,5.2,6,106
08/16 6:39:49,3.5,5.1,85
08/16 6:41:49,5.1,7,93
08/16 6:43:49,5.1,6,97
08/16 6:45:49,4.1,5.1,96
08/16 6:47:49,4.7,6,87
08/16 6:49:49,3.5,5.1,94
08/16 6:51:49,3.7,5.1,91
08/16 6:53:49,3.9,3.9,92
08/16 6:55:49,4.1,5.1,100
08/16 6:57:49,3.5,3.9,100
08/16 6:59:49,3.3,3.9,100
08/16 7:01:49,4.5,5.1,98
08/16 7:03:49,3.5,3.9,109
08/16 7:05:49,3.9,5.1,111
08/16 7:07:49,3.9,5.1,101
08/16 7:09:49,4.3,5.1,110
08/16 7:11:49,3.5,3.9,110
08/16 7:13:49,3.9,5.1,105
08/16 7:15:49,3.7,3.9,104
08/16 7:17:49,2.9,2.9,111
08/16 7:19:49,2.5,2.9,114
08/16 7:21:49,2.5,2.9,118
08/16 7:23:49,2.9,2.9,120
08/16 7:25:49,3.1,5.1,123
08/16 7:27:49,3.7,5.1,122
08/16 7:29:49,3.3,3.9,118
08/16 7:31:49,3.3,3.9,108
08/16 7:33:49,4.3,5.1,103
08/16 7:35:49,2.9,3.9,112
08/16 7:37:49,4.3,5.1,112
08/16 7:39:49,4.7,5.1,112
08/16 7:41:49,5.1,6,120
08/16 7:43:49,5.4,6,108
08/16 7:45:49,5.8,7,109
08/16 7:47:49,6.4,8,104
08/16 7:49:49,6.4,8,96
08/16 7:51:49,5.6,7,92
08/16 7:53:49,6,7,97
08/16 7:55:49,4.1,5.1,112
08/16 7:57:49,5.6,7,112
08/16 7:59:49,5.4,7,93
08/16 8:01:49,5.1,6,92
08/16 8:03:49,6,7,92
08/16 8:05:49,2.7,3.9,94
08/16 8:07:49,4.3,5.1,91
08/16 8:09:49,4.1,5.1,97
08/16 8:11:49,4.3,6,106
08/16 8:13:49,3.9,5.1,110
08/16 8:15:49,3.1,3.9,115
08/16 8:17:49,2.9,3.9,101
08/16 8:19:49,3.1,3.9,111
08/16 8:21:49,2.7,2.9,112
08/16 8:23:49,2.1,2.9,113
08/16 8:25:49,1.9,2.9,112
08/16 8:27:49,3.7,5.1,125
08/16 8:29:49,2.7,3.9,120
08/16 8:31:49,1.9,1.9,118
08/16 8:33:49,1.9,2.9,118
08/16 8:35:49,2.9,3.9,117
08/16 8:37:49,1.6,1.9,117
08/16 8:39:49,1.9,2.9,117
08/16 8:41:49,1.6,1.9,117
08/16 8:43:49,1.9,2.9,117
08/16 8:45:49,1.9,2.9,117
08/16 8:47:49,1.2,1.9,117
08/16 8:49:49,2.7,2.9,116
08/16 8:51:49,3.9,5.1,105
08/16 8:53:49,3.1,3.9,102
08/16 8:55:49,4.3,5.1,98
08/16 8:57:49,1.9,2.9,111
08/16 8:59:49,3.5,5.1,117
08/16 9:01:49,2.1,2.9,125
08/16 9:03:49,2.1,2.9,125
08/16 9:05:49,2.3,2.9,128
08/16 9:07:49,2.9,3.9,133
08/16 9:09:49,3.5,3.9,134
08/16 9:11:49,4.7,6,139
08/16 9:13:49,3.5,3.9,131
08/16 9:15:49,2.9,3.9,119
08/16 9:17:49,4.3,6,115
08/16 9:19:49,4.9,6,111
08/16 9:21:49,2.5,2.9,128
08/16 9:23:49,2.5,2.9,129
08/16 9:25:49,3.3,3.9,136
08/16 9:27:49,2.5,2.9,136
08/16 9:29:49,2.1,2.9,139
08/16 9:31:49,2.9,2.9,137
08/16 9:33:49,3.1,5.1,129
08/16 9:35:49,2.5,2.9,114
08/16 9:37:49,4.9,6,127
08/16 9:39:49,4.9,6,103
08/16 9:41:49,3.5,5.1,103
08/16 9:43:49,5.1,6,102
08/16 9:45:49,4.1,5.1,107
08/16 9:47:49,5.2,7,109
08/16 9:49:49,3.9,5.1,109
08/16 9:51:49,2.9,2.9,109
08/16 9:53:49,4.1,5.1,114
08/16 9:55:49,3.1,3.9,124
08/16 9:57:49,2.1,2.9,114
08/16 9:59:49,2.5,2.9,119
08/16 10:01:49,3.5,3.9,144
08/16 10:03:49,2.5,2.9,145
08/16 10:05:49,3.9,5.1,143
08/16 10:07:49,4.3,5.1,148
08/16 10:09:49,3.9,5.1,147
08/16 10:11:49,3.9,5.1,145
08/16 10:13:49,4.1,5.1,143
08/16 10:15:49,2.9,3.9,125
08/16 10:17:49,4.3,6,134
08/16 10:19:49,3.5,3.9,124
08/16 10:21:49,5.1,6,126
08/16 10:23:49,4.7,6,121
08/16 10:25:49,3.5,5.1,122
08/16 10:27:49,5.4,6,102
08/16 10:29:49,4.7,6,127
08/16 10:31:49,4.9,5.1,128
08/16 10:33:49,5.6,8,136
08/16 10:35:49,3.9,5.1,110
08/16 10:37:49,5.2,6,126
08/16 10:39:49,4.5,5.1,137
08/16 10:41:49,5.8,7,134
08/16 10:43:49,5.8,8,125
08/16 10:45:49,6.6,8,123
08/16 10:47:49,5.4,7,107
08/16 10:49:49,4.3,6,104
08/16 10:51:49,5.1,6,124
08/16 10:53:49,4.3,5.1,127
08/16 10:55:49,2.9,3.9,124
08/16 10:57:49,5.1,6,107
08/16 10:59:49,4.1,5.1,125
08/16 11:01:49,3.3,3.9,111
08/16 11:03:49,5.2,6,123
08/16 11:05:49,4.3,6,114
08/16 11:07:49,3.7,5.1,120
08/16 11:09:49,3.9,5.1,135
08/16 11:11:49,2.9,2.9,112
08/16 11:13:49,2.9,3.9,120
08/16 11:15:49,2.9,5.1,88
08/16 11:17:49,3.5,5.1,104
08/16 11:19:49,3.1,3.9,94
08/16 11:21:49,4.3,5.1,120
08/16 11:23:49,3.5,5.1,113
08/16 11:25:49,1.7,1.9,135
08/16 11:27:49,2.3,2.9,118
08/16 11:29:49,1.9,1.9,128
08/16 11:31:49,3.7,3.9,114
08/16 11:33:49,2.3,2.9,132
08/16 11:35:49,3.9,5.1,109
08/16 11:37:49,1.7,1.9,108
08/16 11:39:49,3.5,3.9,111
08/16 11:41:49,0.8,1,110
08/16 11:43:49,1,1,111
08/16 11:45:49,3.1,3.9,113
08/16 11:47:49,1.9,1.9,114
08/16 11:49:49,0.6,1,115
08/16 11:51:49,1.9,2.9,113
08/16 11:53:49,1.7,1.9,88
08/16 11:55:49,1.2,1.9,82
08/16 11:57:49,1.7,2.9,79
08/16 11:59:49,3.3,3.9,49
08/16 12:01:49,2.1,2.9,38
08/16 12:03:49,1.2,1.9,38
08/16 12:05:49,3.3,3.9,11
08/16 12:07:49,3.7,5.1,336
08/16 12:09:49,4.7,5.1,330
08/16 12:11:49,1.9,1.9,36
08/16 12:13:49,3.5,5.1,5
08/16 12:15:49,3.1,3.9,334
08/16 12:17:49,2.3,2.9,323
08/16 12:19:49,2.1,2.9,323
08/16 12:21:49,3.7,3.9,324
08/16 12:23:49,3.5,5.1,318
08/16 12:25:49,4.3,5.1,331
08/16 12:27:49,3.7,5.1,3
08/16 12:29:49,2.1,2.9,329
08/16 12:31:49,0.8,1.9,329
08/16 12:33:49,1.4,1.9,318
08/16 12:35:49,4.1,5.1,0
08/16 12:37:49,4.5,5.1,311
08/16 12:39:49,4.7,6,336
08/16 12:41:49,0.8,1,342
08/16 12:43:49,5.6,7,5
08/16 12:45:49,4.1,5.1,331
08/16 12:47:49,3.3,5.1,343
08/16 12:49:49,4.7,6,339
08/16 12:51:49,5.1,6,307
08/16 12:53:49,2.1,2.9,308
08/16 12:55:49,3.9,5.1,353
08/16 12:57:49,3.5,5.1,26
08/16 12:59:49,4.3,6,332
08/16 13:01:49,5.6,7,334
08/16 13:03:49,0.4,1,325
08/16 13:05:49,1,1,41
08/16 13:07:49,3.7,5.1,324
08/16 13:09:49,1.4,1.9,6
08/16 13:11:49,2.9,3.9,318
08/16 13:13:49,2.5,3.9,311
08/16 13:15:49,1.2,1.9,319
08/16 13:17:49,3.9,5.1,346
08/16 13:19:49,4.1,5.1,314
08/16 13:21:49,3.9,6,309
08/16 13:23:49,3.9,10.9,270
08/16 13:25:49,2.5,2.9,285
08/16 13:27:49,3.7,5.1,307
08/16 13:29:49,0.4,1,300
08/16 13:31:49,1.2,1.9,283
08/16 13:33:49,3.3,3.9,302
08/16 13:35:49,0.8,1,331
08/16 13:37:49,4.5,5.1,273
08/16 13:39:49,2.1,2.9,289
08/16 13:41:49,7.4,8,312
08/16 13:43:49,1.9,2.9,316
08/16 13:45:49,0,0,315
08/16 13:47:49,0.4,1,315
08/16 13:49:49,0.8,1.9,254
08/16 13:51:49,0,0,254
08/16 13:53:49,1.9,2.9,255
08/16 13:55:49,4.9,6,346
08/16 13:57:49,2.5,3.9,354
08/16 13:59:49,1.7,1.9,21
08/16 14:01:49,0.2,1,275
08/16 14:03:49,2.1,2.9,86
08/16 14:05:49,1.6,1.9,86
08/16 14:07:49,4.1,5.1,265
08/16 14:09:49,3.9,5.1,265
08/16 14:11:49,2.1,2.9,225
08/16 14:13:49,3.7,3.9,238
08/16 14:15:49,4.7,6,258
08/16 14:17:49,4.7,6,270
08/16 14:19:49,4.3,7,282
08/16 14:21:49,1.4,1.9,300
08/16 14:23:49,3.9,5.1,327
08/16 14:25:49,4.7,6,37
08/16 14:27:49,2.9,3.9,299
08/16 14:29:49,2.3,2.9,46
08/16 14:31:49,2.1,2.9,328
08/16 14:33:49,3.3,3.9,249
08/16 14:35:49,0.4,1,228
08/16 14:37:49,1.9,1.9,136
08/16 14:39:49,4.7,6,270
08/16 14:41:49,5.6,6,236
08/16 14:43:49,2.7,3.9,155
08/16 14:45:49,2.1,2.9,155
08/16 14:47:49,5.6,7,287
08/16 14:49:49,4.9,6,275
08/16 14:51:49,3.5,5.1,261
08/16 14:53:49,5.8,8,210
08/16 14:55:49,2.7,3.9,119
08/16 14:57:49,2.7,2.9,107
08/16 14:59:49,2.1,2.9,102
08/16 15:01:49,2.1,2.9,103
08/16 15:03:49,1.6,1.9,302
08/16 15:05:49,3.3,3.9,237
08/16 15:07:49,1.2,1.9,250
08/16 15:09:49,3.1,3.9,304
08/16 15:11:49,1.4,1.9,303
08/16 15:13:49,3.5,3.9,238
08/16 15:15:49,3.5,3.9,248
08/16 15:17:49,2.1,2.9,232
08/16 15:19:49,2.1,2.9,99
08/16 15:21:49,2.9,3.9,13
08/16 15:23:49,0.8,1,13
08/16 15:25:49,2.9,2.9,306
08/16 15:27:49,3.9,5.1,233
08/16 15:29:49,6.6,8,249
08/16 15:31:49,4.7,6,204
08/16 15:33:49,4.7,6,241
08/16 15:35:49,6.4,8,262
08/16 15:37:49,4.5,5.1,254
08/16 15:39:49,0.6,1,274
08/16 15:41:49,2.7,2.9,23
08/16 15:43:49,1.2,1.9,22
08/16 15:45:49,1.7,1.9,23
08/16 15:47:49,1.2,1.9,85
08/16 15:49:49,2.9,2.9,266
08/16 15:51:49,2.5,5.1,213
08/16 15:53:49,5.2,8.9,218
08/16 15:55:49,2.3,2.9,207
08/16 15:57:49,4.9,8,210
08/16 15:59:49,3.5,3.9,176
08/16 16:01:49,6.4,8,146
08/16 16:03:49,3.5,3.9,130
08/16 16:05:49,4.9,6,167
08/16 16:07:49,1.9,2.9,143
08/16 16:09:49,1.2,1.9,210
08/16 16:11:49,5.8,7,271
08/16 16:13:49,5.6,7,264
08/16 16:15:49,3.9,7,281
08/16 16:17:49,2.1,3.9,338
08/16 16:19:49,3.1,3.9,284
08/16 16:21:49,3.9,5.1,196
08/16 16:23:49,4.7,6,177
08/16 16:25:49,7,8.9,218
08/16 16:27:49,3.3,3.9,222
08/16 16:29:49,3.5,5.1,220
08/16 16:31:49,3.3,3.9,209
08/16 16:33:49,1,1.9,191
08/16 16:35:49,2.9,2.9,166
08/16 16:37:49,2.3,2.9,350
08/16 16:39:49,3.3,3.9,208
08/16 16:41:49,3.9,5.1,118
08/16 16:43:49,5.1,7,222
08/16 16:45:49,5.8,8,199
08/16 16:47:49,4.1,6,254
08/16 16:49:49,5.4,6,228
08/16 16:51:49,2.1,3.9,305
08/16 16:53:49,2.9,2.9,318
08/16 16:55:49,3.3,3.9,60
08/16 16:57:49,1.9,2.9,55
08/16 16:59:49,4.9,6,212
08/16 17:01:49,6.8,8,211
08/16 17:03:49,6.6,8,216
08/16 17:05:49,3.5,3.9,233
08/16 17:07:49,6,8,252
08/16 17:09:49,3.5,5.1,269
08/16 17:11:49,2.9,3.9,100
08/16 17:13:49,2.7,2.9,99
08/16 17:15:49,1.4,1.9,185
08/16 17:17:49,8,8.9,209
08/16 17:19:49,7,8,274
08/16 17:21:49,3.3,3.9,250
08/16 17:23:49,8.2,8.9,245
08/16 17:25:49,3.1,3.9,203
08/16 17:27:49,4.7,5.1,219
08/16 17:29:49,1.9,2.9,235
08/16 17:31:49,6.6,8.9,225
08/16 17:33:49,8,9.9,214
08/16 17:35:49,6,7,223
08/16 17:37:49,3.1,3.9,211
08/16 17:39:49,1.4,1.9,212
08/16 17:41:49,2.1,2.9,213
08/16 17:43:49,3.9,6,188
08/16 17:45:49,2.3,2.9,180
08/16 17:47:49,10.9,15,244
08/16 17:49:49,5.6,7,255
08/16 17:51:49,3.3,3.9,261
08/16 17:53:49,8.7,10.9,218
08/16 17:55:49,6.2,7,178
08/16 17:57:49,6,7,179
08/16 17:59:49,5.6,6,166
08/16 18:01:49,4.3,5.1,187
08/16 18:03:49,2.9,2.9,204
08/16 18:05:49,9.7,11.9,248
08/16 18:07:49,5.6,7,219
08/16 18:09:49,6.4,7,205
08/16 18:11:49,9.5,10.9,182
08/16 18:13:49,10.3,11.9,207
08/16 18:15:49,6.6,8,206
08/16 18:17:49,7,8,198
08/16 18:19:49,6.8,8,202
08/16 18:21:49,9.5,11.9,229
08/16 18:23:49,6,8.9,212
08/16 18:25:49,7.4,8.9,206
08/16 18:27:49,6,8,216
08/16 18:29:49,7.8,8.9,239
08/16 18:31:49,6.2,7,215
08/16 18:33:49,8.7,10.9,202
08/16 18:35:49,7,8.9,215
08/16 18:37:49,7.4,8,209
08/16 18:39:49,6.4,8.9,242
08/16 18:41:49,2.5,5.1,207
08/16 18:43:49,5.1,7,176
08/16 18:45:49,3.5,6,196
08/16 18:47:49,5.1,6,166
08/16 18:49:49,7,8,247
08/16 18:51:49,5.4,7,247
08/16 18:53:49,5.6,8,180
08/16 18:55:49,6.4,8,221
08/16 18:57:49,9.5,11.9,200
08/16 18:59:49,7.4,8,197
08/16 19:01:49,7.4,8,191
08/16 19:03:49,6.2,8.9,167
08/16 19:05:49,7.2,8,208
08/16 19:07:49,7.2,8.9,219
08/16 19:09:49,8.4,9.9,219
08/16 19:11:49,9.3,10.9,225
08/16 19:13:49,7.8,8.9,195
08/16 19:15:49,5.2,7,220
08/16 19:17:49,4.3,7,235
08/16 19:19:49,7.6,8.9,227
08/16 19:21:49,5.4,7,220
08/16 19:23:49,7,8,211
08/16 19:25:49,4.9,6,183
08/16 19:27:49,8.4,9.9,194
08/16 19:29:49,6,8,198
08/16 19:31:49,4.5,6,193
08/16 19:33:49,4.1,6,240
08/16 19:35:49,7.8,9.9,247
08/16 19:37:49,7,8,223
08/16 19:39:49,6.4,7,220
08/16 19:41:49,7,8.9,234
08/16 19:43:49,4.3,5.1,253
08/16 19:45:49,6,8,238
08/16 19:47:49,4.9,6,220
08/16 19:49:49,6.2,8,249
08/16 19:51:49,5.6,8,212
08/16 19:53:49,7.4,8,232
08/16 19:55:49,5.4,7,219
08/16 19:57:49,3.3,3.9,248
08/16 19:59:49,6.4,8,225
08/16 20:01:49,3.3,6,211
08/16 20:03:49,3.1,3.9,253
08/16 20:05:49,1.2,1.9,250
08/16 20:07:49,1.6,1.9,250
08/16 20:09:49,2.7,3.9,229
08/16 20:11:49,3.1,3.9,171
08/16 20:13:49,2.5,2.9,174
08/16 20:15:49,1.9,2.9,168
08/16 20:17:49,2.3,2.9,179
08/16 20:19:49,5.2,7,218
08/16 20:21:49,2.1,2.9,172
08/16 20:23:49,4.1,6,266
08/16 20:25:49,2.9,3.9,220
08/16 20:27:49,1.9,1.9,221
08/16 20:29:49,1.7,1.9,196
08/16 20:31:49,4.7,6,245
08/16 20:33:49,3.9,5.1,230
08/16 20:35:49,5.6,7,243
08/16 20:37:49,5.2,7,242
08/16 20:39:49,3.5,5.1,221
08/16 20:41:49,2.9,2.9,243
08/16 20:43:49,3.1,3.9,235
08/16 20:45:49,4.1,6,239
08/16 20:47:49,5.4,6,256
08/16 20:49:49,3.9,3.9,255
08/16 20:51:49,4.9,7,225
08/16 20:53:49,4.7,6,244
08/16 20:55:49,3.9,5.1,225
08/16 20:57:49,5.4,7,240
08/16 20:59:49,2.9,3.9,221
08/16 21:01:49,2.9,2.9,219
08/16 21:03:49,3.9,3.9,260
08/16 21:05:49,3.5,3.9,271
08/16 21:07:49,2.5,2.9,284
08/16 21:09:49,6.4,9.9,299
08/16 21:11:49,3.3,3.9,331
08/16 21:13:49,3.9,5.1,328
08/16 21:15:49,2.5,2.9,333
08/16 21:17:49,1.9,2.9,333
08/16 21:19:49,2.9,3.9,333
08/16 21:21:49,1.6,1.9,333
08/16 21:23:49,1,1,333
08/16 21:25:49,1,1,333
08/16 21:27:49,2.1,2.9,332
08/16 21:29:49,1.2,1.9,333
08/16 21:31:49,0.2,1,333
08/16 21:33:49,1.9,1.9,333
08/16 21:35:49,1.2,1.9,333
08/16 21:37:49,0.4,1,333
08/16 21:39:49,0,0,333
08/16 21:41:49,1.2,1.9,333
08/16 21:43:49,0,0,333
08/16 21:45:49,0,0,333
08/16 21:47:49,0,0,333
08/16 21:49:49,0,0,333
08/16 21:51:49,0,0,333
08/16 21:53:49,0.2,1,333
08/16 21:55:49,2.1,2.9,332
08/16 21:57:49,0.2,1,332
08/16 21:59:49,1,1,332
08/16 22:01:49,0.2,1,332
08/16 22:03:49,0.6,1,333
08/16 22:05:49,0,0,333
08/16 22:07:49,1.7,1.9,332
08/16 22:09:49,4.1,5.1,276
08/16 22:11:49,1.6,1.9,283
08/16 22:13:49,1.9,1.9,284
08/16 22:15:49,2.5,2.9,286
08/16 22:17:49,1.6,1.9,291
08/16 22:19:49,1.6,1.9,292
08/16 22:21:49,3.3,3.9,260
08/16 22:23:49,1.9,2.9,287
08/16 22:25:49,2.5,2.9,289
08/16 22:27:49,2.7,2.9,300
08/16 22:29:49,1.7,1.9,300
08/16 22:31:49,2.1,2.9,325
08/16 22:33:49,1.2,1.9,326
08/16 22:35:49,1.2,1.9,326
08/16 22:37:49,1,1,326
08/16 22:39:49,1,1,326
08/16 22:41:49,0.8,1,326
08/16 22:43:49,1.6,1.9,325
08/16 22:45:49,1.7,1.9,325
08/16 22:47:49,1.4,1.9,325
08/16 22:49:49,1,1,325
08/16 22:51:49,1,1,325
08/16 22:53:49,1,1,325
08/16 22:55:49,0.6,1,325
08/16 22:57:49,0.4,1,325
08/16 22:59:49,0.2,1,325
08/16 23:01:49,0.4,1,325
08/16 23:03:49,0,0,325
08/16 23:05:49,0,0,325
08/16 23:07:49,0.2,1,325
08/16 23:09:49,0.6,1,325
08/16 23:11:49,0.2,1,325
08/16 23:13:49,0,0,325
08/16 23:15:49,0,0,325
08/16 23:17:49,0,0,325
08/16 23:19:49,0,0,325
08/16 23:21:49,0,0,325
08/16 23:23:49,0,0,325
08/16 23:25:49,0,0,325
08/16 23:27:49,0,0,325
08/16 23:29:49,0,0,325
08/16 23:31:49,0,0,325
08/16 23:33:49,0,0,325
08/16 23:35:49,1.6,1.9,326
08/16 23:37:49,1,1,326
08/16 23:39:49,0,0,326
08/16 23:41:49,0.2,1,326
08/16 23:43:49,0.8,1,326
08/16 23:45:49,0.8,1,326
08/16 23:47:49,0,0,326
08/16 23:49:49,0.6,1,326
08/16 23:51:49,1,1,326
08/16 23:53:49,1,1,326
08/16 23:55:49,1.6,1.9,327
08/16 23:57:49,1.9,1.9,342
08/16 23:59:49,2.1,2.9,348
08/17 0:01:49,2.1,2.9,348
08/17 0:03:49,1.9,1.9,349
08/17 0:05:49,1.6,1.9,349
08/17 0:07:49,1.2,1.9,349
08/17 0:09:49,1.9,2.9,349
08/17 0:11:49,2.1,2.9,349
08/17 0:13:49,1.7,1.9,349
08/17 0:15:49,1.9,1.9,349
08/17 0:17:49,1.9,1.9,350
08/17 0:19:49,1.4,1.9,351
08/17 0:21:49,1.9,2.9,351
08/17 0:23:49,2.5,2.9,359
08/17 0:25:49,1.7,1.9,1
08/17 0:27:49,1.9,1.9,1
08/17 0:29:49,1,1,1
08/17 0:31:49,1.9,1.9,1
08/17 0:33:49,1.6,1.9,1
08/17 0:35:49,1.9,2.9,4
08/17 0:37:49,3.3,3.9,19
08/17 0:39:49,3.1,3.9,95
08/17 0:41:49,2.5,2.9,91
08/17 0:43:49,2.3,2.9,86
08/17 0:45:49,1.9,1.9,87
08/17 0:47:49,2.1,2.9,87
08/17 0:49:49,2.9,3.9,92
08/17 0:51:49,2.5,2.9,86
08/17 0:53:49,4.3,5.1,90
08/17 0:55:49,2.9,3.9,99
08/17 0:57:49,3.5,3.9,96
08/17 0:59:49,4.1,5.1,95
08/17 1:01:49,5.2,6,94
08/17 1:03:49,4.9,6,94
08/17 1:05:49,2.9,3.9,95
08/17 1:07:49,3.1,6,110
08/17 1:09:49,4.7,6,87
08/17 1:11:49,4.1,5.1,79
08/17 1:13:49,4.7,6,105
08/17 1:15:49,4.9,5.1,94
08/17 1:17:49,5.2,6,105
08/17 1:19:49,4.7,5.1,90
08/17 1:21:49,4.9,6,70
08/17 1:23:49,3.9,5.1,103
08/17 1:25:49,4.3,5.1,99
08/17 1:27:49,4.3,5.1,95
08/17 1:29:49,3.5,5.1,87
08/17 1:31:49,4.5,7,96
08/17 1:33:49,3.7,5.1,103
08/17 1:35:49,3.9,3.9,99
08/17 1:37:49,3.7,5.1,94
08/17 1:39:49,2.9,2.9,125
08/17 1:41:49,1.9,1.9,127
08/17 1:43:49,2.7,2.9,129
08/17 1:45:49,1.9,2.9,133
08/17 1:47:49,3.7,5.1,138
08/17 1:49:49,2.9,2.9,140
08/17 1:51:49,2.9,3.9,141
08/17 1:53:49,2.5,2.9,141
08/17 1:55:49,3.5,5.1,141
08/17 1:57:49,3.3,3.9,138
08/17 1:59:49,2.1,2.9,134
08/17 2:01:49,2.9,3.9,125
08/17 2:03:49,2.9,3.9,128
08/17 2:05:49,2.9,2.9,128
08/17 2:07:49,1.4,1.9,125
08/17 2:09:49,2.1,2.9,134
08/17 2:11:49,2.1,2.9,132
08/17 2:13:49,3.5,5.1,125
08/17 2:15:49,3.9,5.1,120
08/17 2:17:49,2.5,2.9,112
08/17 2:19:49,3.9,5.1,119
08/17 2:21:49,4.7,6,117
08/17 2:23:49,5.4,7,115
08/17 2:25:49,5.6,6,122
08/17 2:27:49,4.7,6,119
08/17 2:29:49,5.2,7,100
08/17 2:31:49,5.1,6,122
08/17 2:33:49,3.5,5.1,100
08/17 2:35:49,3.9,5.1,98
08/17 2:37:49,3.3,3.9,113
08/17 2:39:49,4.3,6,110
08/17 2:41:49,4.1,5.1,116
08/17 2:43:49,4.7,6,106
08/17 2:45:49,4.7,6,96
08/17 2:47:49,3.9,3.9,109
08/17 2:49:49,4.5,6,104
08/17 2:51:49,3.9,5.1,98
08/17 2:53:49,4.5,5.1,99
08/17 2:55:49,3.9,5.1,117
08/17 2:57:49,2.9,3.9,133
08/17 2:59:49,1.9,1.9,125
08/17 3:01:49,1.6,2.9,117
08/17 3:03:49,1,1,117
08/17 3:05:49,2.5,3.9,109
08/17 3:07:49,2.9,3.9,122
08/17 3:09:49,2.3,2.9,124
08/17 3:11:49,3.7,3.9,113
08/17 3:13:49,3.1,3.9,125
08/17 3:15:49,3.9,5.1,114
08/17 3:17:49,2.5,3.9,121
08/17 3:19:49,2.9,3.9,114
08/17 3:21:49,3.1,3.9,109
08/17 3:23:49,3.9,5.1,124
08/17 3:25:49,2.9,3.9,124
08/17 3:27:49,3.3,3.9,101
08/17 3:29:49,2.3,2.9,101
08/17 3:31:49,3.3,3.9,107
08/17 3:33:49,4.3,5.1,95
08/17 3:35:49,2.9,2.9,98
08/17 3:37:49,3.5,3.9,96
08/17 3:39:49,3.3,3.9,124
08/17 3:41:49,1.9,1.9,124
08/17 3:43:49,2.5,2.9,124
08/17 3:45:49,2.3,2.9,124
08/17 3:47:49,2.9,2.9,124
08/17 3:49:49,2.5,2.9,124
08/17 3:51:49,2.5,2.9,125
08/17 3:53:49,2.9,3.9,130
08/17 3:55:49,3.7,5.1,123
08/17 3:57:49,2.9,3.9,109
08/17 3:59:49,3.9,3.9,118
08/17 4:01:49,3.7,3.9,111
08/17 4:03:49,2.9,3.9,109
08/17 4:05:49,3.5,3.9,107
08/17 4:07:49,3.3,3.9,111
08/17 4:09:49,3.3,3.9,112
08/17 4:11:49,4.5,5.1,96
08/17 4:13:49,4.1,5.1,85
08/17 4:15:49,3.5,3.9,94
08/17 4:17:49,2.7,3.9,113
08/17 4:19:49,3.5,3.9,111
08/17 4:21:49,3.5,5.1,93
08/17 4:23:49,3.9,5.1,105
08/17 4:25:49,3.9,5.1,95
08/17 4:27:49,4.1,6,119
08/17 4:29:49,3.1,3.9,111
08/17 4:31:49,2.5,2.9,113
08/17 4:33:49,2.5,2.9,105
08/17 4:35:49,1.9,2.9,101
08/17 4:37:49,1.2,1.9,100
08/17 4:39:49,1.6,1.9,100
08/17 4:41:49,1.9,1.9,102
08/17 4:43:49,1.9,1.9,105
08/17 4:45:49,2.3,2.9,102
08/17 4:47:49,1.9,1.9,92
08/17 4:49:49,1.7,2.9,91
08/17 4:51:49,0.8,1,88
08/17 4:53:49,0.2,1,89
08/17 4:55:49,0.8,1,89
08/17 4:57:49,1.4,1.9,107
08/17 4:59:49,1,1,107
08/17 5:01:49,0.8,1,108
08/17 5:03:49,0,0,108
08/17 5:05:49,0,0,108
08/17 5:07:49,0,0,108
08/17 5:09:49,0,0,108
08/17 5:11:49,0,0,108
08/17 5:13:49,0,0,108
08/17 5:15:49,0,0,108
08/17 5:17:49,0,0,108
08/17 5:19:49,0.6,1,108
08/17 5:21:49,1,1,108
08/17 5:23:49,1.2,1.9,108
08/17 5:25:49,1.7,1.9,108
08/17 5:27:49,1.2,1.9,107
08/17 5:29:49,1.6,1.9,106
08/17 5:31:49,2.5,2.9,106
08/17 5:33:49,2.1,2.9,105
08/17 5:35:49,2.1,2.9,103
08/17 5:37:49,1.9,1.9,101
08/17 5:39:49,2.5,2.9,94
08/17 5:41:49,1.9,1.9,94
08/17 5:43:49,2.3,2.9,92
08/17 5:45:49,1.9,2.9,91
08/17 5:47:49,1.6,1.9,86
08/17 5:49:49,2.5,2.9,85
08/17 5:51:49,2.5,2.9,85
08/17 5:53:49,3.3,3.9,83
08/17 5:55:49,1.7,1.9,83
08/17 5:57:49,2.1,2.9,83
08/17 5:59:49,2.1,2.9,83
08/17 6:01:49,1.9,1.9,84
08/17 6:03:49,1.9,1.9,84
08/17 6:05:49,1.9,1.9,85
08/17 6:07:49,1.2,1.9,85
08/17 6:09:49,1.6,1.9,86
08/17 6:11:49,2.9,2.9,94
08/17 6:13:49,2.9,3.9,107
08/17 6:15:49,2.9,3.9,105
08/17 6:17:49,2.5,2.9,108
08/17 6:19:49,3.5,3.9,113
08/17 6:21:49,1.7,2.9,117
