Time,Wind(knotsbft),Gust(knotsbft),Wind Direction(deg)
08/18 6:45:49,1,1,89
08/18 6:47:49,1.4,1.9,89
08/18 6:49:49,1.9,1.9,89
08/18 6:51:49,1.9,2.9,89
08/18 6:53:49,2.1,2.9,89
08/18 6:55:49,1.2,1.9,89
08/18 6:57:45,1.6,1.9,89
08/18 6:59:45,1.9,1.9,89
08/18 7:01:45,2.1,2.9,89
08/18 7:03:45,2.9,2.9,89
08/18 7:05:45,2.1,2.9,86
08/18 7:07:45,2.3,2.9,86
08/18 7:09:45,2.3,2.9,86
08/18 7:11:45,2.5,2.9,86
08/18 7:13:45,2.5,3.9,84
08/18 7:15:45,2.9,2.9,82
08/18 7:17:45,3.1,3.9,85
08/18 7:19:45,2.3,2.9,83
08/18 7:21:45,3.3,3.9,81
08/18 7:23:45,3.1,3.9,92
08/18 7:25:45,3.3,3.9,86
08/18 7:27:45,2.5,2.9,83
08/18 7:29:45,2.9,3.9,79
08/18 7:31:45,3.3,3.9,86
08/18 7:33:45,3.3,3.9,78
08/18 7:35:45,3.9,5.1,87
08/18 7:37:45,3.5,3.9,89
08/18 7:39:45,2.9,3.9,87
08/18 7:41:45,2.7,2.9,87
08/18 7:43:45,2.5,2.9,93
08/18 7:45:45,2.7,3.9,94
08/18 7:47:45,3.5,3.9,84
08/18 7:49:45,2.9,3.9,84
08/18 7:51:45,2.1,2.9,79
08/18 7:53:45,2.5,2.9,79
08/18 7:55:45,2.5,2.9,83
08/18 7:57:45,2.1,2.9,83
08/18 7:59:45,0.8,1,83
08/18 8:01:45,1.6,2.9,82
08/18 8:03:45,1,1,81
08/18 8:05:45,0.6,1,81
08/18 8:07:45,0.6,1,81
08/18 8:09:45,0.6,1,81
08/18 8:11:45,0,0,81
08/18 8:13:45,0,0,81
08/18 8:15:45,1,1,81
08/18 8:17:45,1,1,81
08/18 8:19:45,0,0,81
08/18 8:21:45,0,0,81
08/18 8:23:45,0,0,81
08/18 8:25:45,0,0,81
08/18 8:27:45,0,0,81
08/18 8:29:45,0.6,1,81
08/18 8:31:45,0.8,1,81
08/18 8:33:45,1.2,1.9,81
08/18 8:35:45,1.2,1.9,81
08/18 8:37:45,0,0,81
08/18 8:39:45,1.2,1.9,81
08/18 8:41:45,1.4,1.9,82
08/18 8:43:45,1.4,1.9,82
08/18 8:45:45,1.2,1.9,82
08/18 8:47:45,2.3,2.9,82
08/18 8:49:45,2.3,2.9,82
08/18 8:51:45,1.9,1.9,82
08/18 8:53:45,2.5,3.9,83
08/18 8:55:45,1.9,1.9,85
08/18 8:57:45,3.5,3.9,86
08/18 8:59:45,4.3,5.1,90
08/18 9:01:45,2.1,2.9,84
08/18 9:03:45,2.9,2.9,81
08/18 9:05:45,4.3,5.1,87
08/18 9:07:45,4.7,6,89
08/18 9:09:45,3.5,3.9,83
08/18 9:11:45,4.7,5.1,88
08/18 9:13:45,4.9,6,87
08/18 9:15:45,3.9,3.9,74
08/18 9:17:45,3.5,3.9,83
08/18 9:19:45,3.7,3.9,94
08/18 9:21:45,5.2,7,93
08/18 9:23:45,3.7,5.1,96
08/18 9:25:45,2.7,2.9,97
08/18 9:27:45,2.9,3.9,134
08/18 9:29:45,2.9,3.9,127
08/18 9:31:45,3.7,3.9,126
08/18 9:33:45,2.7,3.9,126
08/18 9:35:45,3.1,3.9,133
08/18 9:37:45,2.5,2.9,133
08/18 9:39:45,2.5,2.9,133
08/18 9:41:45,2.9,2.9,133
08/18 9:43:45,2.9,2.9,137
08/18 9:45:45,3.3,3.9,141
08/18 9:47:45,3.1,3.9,131
08/18 9:49:45,2.9,2.9,130
08/18 9:51:45,1.9,2.9,129
08/18 9:53:45,2.5,3.9,117
08/18 9:55:45,3.3,3.9,119
08/18 9:57:45,2.9,3.9,119
08/18 9:59:45,2.1,2.9,117
08/18 10:01:45,2.5,3.9,113
08/18 10:03:45,2.7,3.9,115
08/18 10:05:45,2.1,2.9,102
08/18 10:07:45,3.3,3.9,102
08/18 10:09:45,3.5,3.9,85
08/18 10:11:45,3.7,5.1,106
08/18 10:13:45,2.3,2.9,97
08/18 10:15:45,2.9,3.9,105
08/18 10:17:45,3.5,3.9,94
08/18 10:19:45,3.3,3.9,83
08/18 10:21:45,2.5,2.9,81
08/18 10:23:45,2.5,2.9,106
08/18 10:25:45,1.9,2.9,89
08/18 10:27:45,2.5,2.9,94
08/18 10:29:45,2.7,2.9,94
08/18 10:31:45,1.7,1.9,79
08/18 10:33:45,2.9,2.9,80
08/18 10:35:45,1.9,1.9,80
08/18 10:37:45,1.6,1.9,80
08/18 10:39:45,1,1.9,80
08/18 10:41:45,1.6,1.9,80
08/18 10:43:45,1.2,1.9,80
08/18 10:45:45,0,0,80
08/18 10:47:45,0.8,1,80
08/18 10:49:45,1,1,80
08/18 10:51:45,1.7,1.9,80
08/18 10:53:45,0.4,1,80
08/18 10:55:45,1.9,2.9,81
08/18 10:57:45,1.6,1.9,151
08/18 10:59:45,0.2,1,151
08/18 11:01:45,0,0,150
08/18 11:03:45,0.4,1,150
08/18 11:05:45,1.2,1.9,183
08/18 11:07:45,3.3,3.9,285
08/18 11:09:45,2.9,3.9,333
08/18 11:11:45,3.3,3.9,303
08/18 11:13:45,4.1,5.1,332
08/18 11:15:45,1.9,2.9,300
08/18 11:17:45,3.3,3.9,285
08/18 11:19:45,2.3,2.9,290
08/18 11:21:45,3.5,6,304
08/18 11:23:45,4.1,5.1,321
08/18 11:25:45,2.3,2.9,306
08/18 11:27:45,1.4,1.9,303
08/18 11:29:45,3.5,5.1,296
08/18 11:31:45,4.3,6,275
08/18 11:33:45,4.1,5.1,292
08/18 11:35:45,5.2,6,256
08/18 11:37:45,1.9,1.9,343
08/18 11:39:45,2.9,2.9,333
08/18 11:41:45,3.5,5.1,309
08/18 11:43:45,4.9,6,305
08/18 11:45:45,6.6,8,308
08/18 11:47:45,3.3,3.9,314
08/18 11:49:45,4.5,5.1,296
08/18 11:51:45,6,7,292
08/18 11:53:45,5.6,7,299
08/18 11:55:45,6.4,8,301
08/18 11:57:45,3.5,3.9,326
08/18 11:59:45,5.1,6,302
08/18 12:01:45,3.3,5.1,306
08/18 12:03:45,4.7,5.1,297
08/18 12:05:45,4.7,6,312
08/18 12:07:45,4.1,5.1,298
08/18 12:09:45,2.5,3.9,280
08/18 12:11:45,4.3,5.1,312
08/18 12:13:45,6.6,9.9,279
08/18 12:15:45,4.5,5.1,331
08/18 12:17:45,4.3,5.1,293
08/18 12:19:45,5.2,6,312
08/18 12:21:45,4.1,6,342
08/18 12:23:45,5.6,7,294
08/18 12:25:45,3.9,5.1,293
08/18 12:27:45,6.4,8,318
08/18 12:29:45,5.4,7,321
08/18 12:31:45,4.5,6,340
08/18 12:33:45,2.5,2.9,326
08/18 12:35:45,5.2,7,322
08/18 12:37:45,2.9,2.9,336
08/18 12:39:45,5.6,8,326
08/18 12:41:45,3.7,3.9,336
08/18 12:43:45,6,7,309
08/18 12:45:45,4.1,5.1,314
08/18 12:47:45,5.4,6,7
08/18 12:49:45,4.3,5.1,339
08/18 12:51:45,3.5,5.1,13
08/18 12:53:45,3.5,3.9,292
08/18 12:55:45,2.3,2.9,326
08/18 12:57:45,5.6,7,318
08/18 12:59:45,4.7,5.1,1
08/18 13:01:45,3.3,3.9,280
08/18 13:03:45,5.2,6,300
08/18 13:05:45,5.1,6,344
08/18 13:07:45,4.7,6,269
08/18 13:09:45,2.3,2.9,314
08/18 13:11:45,3.3,3.9,313
08/18 13:13:45,3.5,3.9,341
08/18 13:15:45,2.5,2.9,298
08/18 13:17:45,3.3,5.1,312
08/18 13:19:45,4.5,6,320
08/18 13:21:45,4.1,5.1,322
08/18 13:23:45,1.7,2.9,330
08/18 13:25:45,3.3,5.1,297
08/18 13:27:45,4.3,6,322
08/18 13:29:45,4.3,5.1,323
08/18 13:31:45,3.3,5.1,327
08/18 13:33:45,5.1,6,319
08/18 13:35:45,7.8,8.9,299
08/18 13:37:45,3.1,3.9,21
08/18 13:39:45,4.7,5.1,307
08/18 13:41:45,5.6,7,343
08/18 13:43:45,4.3,6,353
08/18 13:45:45,5.1,7,317
08/18 13:47:45,4.3,5.1,347
08/18 13:49:45,1.9,2.9,311
08/18 13:51:45,5.1,6,334
08/18 13:53:45,6.6,8,310
08/18 13:55:45,4.9,6,358
08/18 13:57:45,1.9,1.9,340
08/18 13:59:45,4.9,6,323
08/18 14:01:45,5.4,7,284
08/18 14:03:45,4.5,6,294
08/18 14:05:45,4.3,6,319
08/18 14:07:45,6,7,334
08/18 14:09:45,3.1,3.9,339
08/18 14:11:45,3.5,3.9,316
08/18 14:13:45,3.9,5.1,324
08/18 14:15:45,7.2,8.9,327
08/18 14:17:45,5.4,7,325
08/18 14:19:45,4.3,5.1,15
08/18 14:21:45,2.5,2.9,44
08/18 14:23:45,6.4,8.9,308
08/18 14:25:45,3.5,3.9,293
08/18 14:27:45,5.8,7,337
08/18 14:29:45,5.8,8,316
08/18 14:31:45,8.2,9.9,332
08/18 14:33:45,6.4,10.9,359
08/18 14:35:45,5.4,7,11
08/18 14:37:45,4.5,6,14
08/18 14:39:45,8.2,8.9,317
08/18 14:41:45,6.6,8,336
08/18 14:43:45,6.4,7,287
08/18 14:45:45,4.9,6,293
08/18 14:47:45,4.7,6,296
08/18 14:49:45,7.4,8.9,326
08/18 14:51:45,6.4,8,346
08/18 14:53:45,2.5,2.9,50
08/18 14:55:45,1.6,1.9,28
08/18 14:57:45,8,10.9,343
08/18 14:59:45,2.7,2.9,320
08/18 15:01:45,4.7,6,320
08/18 15:03:45,5.1,7,318
08/18 15:05:45,3.5,3.9,324
08/18 15:07:45,3.9,5.1,353
08/18 15:09:45,6.2,8,9
08/18 15:11:45,4.7,6,354
08/18 15:13:45,4.1,7,320
08/18 15:15:45,7.6,8.9,289
08/18 15:17:45,2.7,3.9,288
08/18 15:19:45,5.1,6,355
08/18 15:21:45,6.6,8,307
08/18 15:23:45,4.3,5.1,314
08/18 15:25:45,2.1,2.9,327
08/18 15:27:45,7,8.9,292
08/18 15:29:45,7.2,8.9,325
08/18 15:31:45,5.8,8,9
08/18 15:33:45,3.5,3.9,24
08/18 15:35:45,7,8,357
08/18 15:37:45,4.9,6,18
08/18 15:39:45,6.6,8,315
08/18 15:41:45,6,8,306
08/18 15:43:45,2.1,2.9,358
08/18 15:45:45,6.6,9.9,308
08/18 15:47:45,8.7,9.9,354
08/18 15:49:45,4.9,6,324
08/18 15:51:45,3.7,5.1,58
08/18 15:53:45,3.1,3.9,321
08/18 15:55:45,4.3,5.1,335
08/18 15:57:45,2.9,3.9,334
08/18 15:59:45,8.2,8.9,332
08/18 16:01:45,6.2,7,301
08/18 16:03:45,5.4,6,356
08/18 16:05:45,2.1,5.1,343
08/18 16:07:45,1.2,1.9,349
08/18 16:09:45,1.7,2.9,300
08/18 16:11:45,5.1,7,317
08/18 16:13:45,5.2,8,333
08/18 16:15:45,5.2,7,26
08/18 16:17:45,6.6,8.9,11
08/18 16:19:45,4.7,6,19
08/18 16:21:45,3.7,3.9,355
08/18 16:23:45,2.5,2.9,355
08/18 16:25:45,6,7,23
08/18 16:27:45,5.6,8,0
08/18 16:29:45,5.1,6,280
08/18 16:31:45,7.4,8.9,14
08/18 16:33:45,4.5,6,311
08/18 16:35:45,5.4,7,27
08/18 16:37:45,3.3,3.9,23
08/18 16:39:45,6.6,8.9,328
08/18 16:41:45,3.9,5.1,320
08/18 16:43:45,6.4,8,7
08/18 16:45:45,5.1,7,273
08/18 16:47:45,7,8.9,330
08/18 16:49:45,3.3,3.9,23
08/18 16:51:45,3.3,3.9,30
08/18 16:53:45,6.8,8.9,7
08/18 16:55:45,8.2,8.9,357
08/18 16:57:45,5.6,7,0
08/18 16:59:45,3.9,5.1,15
08/18 17:01:45,1.9,1.9,334
08/18 17:03:45,4.7,6,344
08/18 17:05:45,4.7,6,29
08/18 17:07:45,7.4,9.9,307
08/18 17:09:45,6.8,8,344
08/18 17:11:45,6.4,7,1
08/18 17:13:45,3.3,3.9,342
08/18 17:15:45,1.2,1.9,316
08/18 17:17:45,8.6,9.9,293
08/18 17:19:45,5.8,8,315
08/18 17:21:45,6,7,328
08/18 17:23:45,4.5,6,357
08/18 17:25:45,7.6,9.9,352
08/18 17:27:45,5.4,7,321
08/18 17:29:45,6,7,310
08/18 17:31:45,7.4,8.9,4
08/18 17:33:45,3.5,3.9,42
08/18 17:35:45,6.6,9.9,310
08/18 17:37:45,2.9,3.9,304
08/18 17:39:45,5.2,7,327
08/18 17:41:45,5.2,6,326
08/18 17:43:45,7.6,9.9,306
08/18 17:45:45,6.6,8,276
08/18 17:47:45,8.2,10.9,332
08/18 17:49:45,5.1,6,330
08/18 17:51:45,7.4,9.9,318
08/18 17:53:45,7.2,8,310
08/18 17:55:45,5.8,7,318
08/18 17:57:45,4.3,5.1,311
08/18 17:59:45,5.1,7,329
08/18 18:01:45,4.3,6,318
08/18 18:03:45,5.2,6,297
08/18 18:05:45,7.8,8,296
08/18 18:07:45,4.5,5.1,283
08/18 18:09:45,6.6,8.9,282
08/18 18:11:45,7.6,8,296
08/18 18:13:45,5.1,7,291
08/18 18:15:45,6.4,8.9,310
08/18 18:17:45,3.9,5.1,294
08/18 18:19:45,5.1,6,286
08/18 18:21:45,4.1,7,278
08/18 18:23:45,5.1,6,316
08/18 18:25:45,5.8,8,282
08/18 18:27:45,5.6,7,312
08/18 18:29:45,6.2,7,307
08/18 18:31:45,3.5,3.9,322
08/18 18:33:45,3.5,5.1,313
08/18 18:35:45,7.2,8.9,291
08/18 18:37:45,7,8.9,317
08/18 18:39:45,5.6,7,296
08/18 18:41:45,8,10.9,332
08/18 18:43:45,7.4,8.9,36
08/18 18:45:45,5.2,6,350
08/18 18:47:45,4.1,6,4
08/18 18:49:45,5.6,7,319
08/18 18:51:45,6.4,8,345
08/18 18:53:45,4.1,5.1,305
08/18 18:55:45,4.3,6,318
08/18 18:57:45,5.6,7,341
08/18 18:59:45,8.6,10.9,348
08/18 19:01:45,4.3,6,350
08/18 19:03:45,7.6,8.9,310
08/18 19:05:45,7.8,8.9,1
08/18 19:07:45,4.7,7,359
08/18 19:09:45,5.1,6,325
08/18 19:11:45,5.2,6,357
08/18 19:13:45,5.2,7,351
08/18 19:15:45,7,8,53
08/18 19:17:45,3.9,5.1,23
08/18 19:19:45,5.6,7,31
08/18 19:21:45,5.2,7,38
08/18 19:23:45,7.8,9.9,38
08/18 19:25:45,3.9,6,54
08/18 19:27:45,5.4,7,52
08/18 19:29:45,5.1,6,44
08/18 19:31:45,4.5,7,6
08/18 19:33:45,3.3,3.9,9
08/18 19:35:45,5.1,6,7
08/18 19:37:45,5.6,7,31
08/18 19:39:45,5.1,6,30
08/18 19:41:45,3.9,5.1,38
08/18 19:43:45,2.9,3.9,19
08/18 19:45:45,3.7,3.9,12
08/18 19:47:45,4.1,5.1,28
08/18 19:49:45,4.1,5.1,52
08/18 19:51:45,3.3,3.9,23
08/18 19:53:45,4.3,6,28
08/18 19:55:45,3.7,5.1,34
08/18 19:57:45,6.2,8,39
08/18 19:59:45,2.9,3.9,34
08/18 20:01:45,3.9,5.1,12
08/18 20:03:45,6.6,8,11
08/18 20:05:45,5.2,6,33
08/18 20:07:45,6.4,7,38
08/18 20:09:45,5.6,7,38
08/18 20:11:45,5.4,8,38
08/18 20:13:45,6.6,8,29
08/18 20:15:45,4.1,5.1,28
08/18 20:17:45,5.2,7,25
08/18 20:19:45,5.8,7,6
08/18 20:21:45,3.1,3.9,48
08/18 20:23:45,8.4,9.9,42
08/18 20:25:45,5.6,7,50
08/18 20:27:45,5.4,7,61
08/18 20:29:45,5.4,8,58
08/18 20:31:45,7.6,8.9,75
08/18 20:33:45,5.8,7,72
08/18 20:35:45,6.4,8,83
08/18 20:37:45,5.6,7,84
08/18 20:39:45,5.2,7,66
08/18 20:41:45,5.4,6,82
08/18 20:43:45,5.1,6,62
08/18 20:45:45,4.5,7,78
08/18 20:47:45,5.2,7,60
08/18 20:49:45,5.4,7,69
08/18 20:51:45,4.7,5.1,72
08/18 20:53:45,4.3,5.1,54
08/18 20:55:45,4.7,6,73
08/18 20:57:45,4.3,5.1,70
08/18 20:59:45,3.9,5.1,70
08/18 21:01:45,3.1,5.1,69
08/18 21:03:45,5.2,6,57
08/18 21:05:45,5.2,7,57
08/18 21:07:45,6.6,8,13
08/18 21:09:45,8.7,10.9,22
08/18 21:11:45,5.1,6,41
08/18 21:13:45,5.6,7,52
08/18 21:15:45,5.2,7,30
08/18 21:17:45,4.5,6,36
08/18 21:19:45,4.5,5.1,43
08/18 21:21:45,3.3,3.9,39
08/18 21:23:45,2.9,2.9,32
08/18 21:25:45,5.1,6,40
08/18 21:27:45,3.9,3.9,42
08/18 21:29:45,5.2,6,42
08/18 21:31:45,3.5,3.9,27
08/18 21:33:45,3.1,3.9,39
08/18 21:35:45,2.1,2.9,60
08/18 21:37:45,5.4,7,30
08/18 21:39:45,2.9,2.9,17
08/18 21:41:45,2.9,3.9,40
08/18 21:43:45,1.9,1.9,36
08/18 21:45:45,2.1,2.9,348
08/18 21:47:45,2.1,2.9,346
08/18 21:49:45,2.5,3.9,346
08/18 21:51:45,4.3,5.1,332
08/18 21:53:45,2.9,3.9,339
08/18 21:55:45,1.6,1.9,333
08/18 21:57:45,3.7,3.9,309
08/18 21:59:45,3.3,3.9,300
08/18 22:01:45,3.7,5.1,283
08/18 22:03:45,2.9,2.9,295
08/18 22:05:45,5.1,6,286
08/18 22:07:45,2.3,2.9,305
08/18 22:09:45,4.1,6,277
08/18 22:11:45,4.1,5.1,290
08/18 22:13:45,5.2,6,304
08/18 22:15:45,5.6,7,297
08/18 22:17:45,6,7,301
08/18 22:19:45,6,8,295
08/18 22:21:45,4.3,5.1,303
08/18 22:23:45,5.2,6,312
08/18 22:25:45,5.4,6,312
08/18 22:27:45,4.3,5.1,309
08/18 22:29:45,4.3,5.1,317
08/18 22:31:45,7.4,8.9,339
08/18 22:33:45,5.2,7,328
08/18 22:35:45,6.6,8,327
08/18 22:37:45,7.4,8.9,340
08/18 22:39:45,7.8,9.9,336
08/18 22:41:45,8,9.9,353
08/18 22:43:45,6.4,8,4
08/18 22:45:45,6.4,8,332
08/18 22:47:45,8.9,9.9,346
08/18 22:49:45,6,7,334
08/18 22:51:45,7.4,9.9,329
08/18 22:53:45,8,10.9,317
08/18 22:55:45,6.4,7,327
08/18 22:57:45,10.1,12.8,323
08/18 22:59:45,7.2,8,312
08/18 23:01:45,7.8,8.9,330
08/18 23:03:45,7,8.9,326
08/18 23:05:45,5.1,7,328
08/18 23:07:45,7.4,8.9,331
08/18 23:09:45,7.4,8.9,301
08/18 23:11:45,5.1,6,321
08/18 23:13:45,5.6,7,309
08/18 23:15:45,5.2,7,330
08/18 23:17:45,4.3,5.1,313
08/18 23:19:45,4.5,6,325
08/18 23:21:45,5.2,6,317
08/18 23:23:45,3.9,5.1,316
08/18 23:25:45,3.3,3.9,296
08/18 23:27:45,4.3,5.1,284
08/18 23:29:45,5.8,7,301
08/18 23:31:45,4.5,6,299
08/18 23:33:45,4.9,5.1,291
08/18 23:35:45,4.7,6,292
08/18 23:37:45,2.5,3.9,308
08/18 23:39:45,3.5,3.9,309
08/18 23:41:45,3.7,5.1,352
08/18 23:43:45,5.1,7,298
08/18 23:45:45,7.6,8.9,307
08/18 23:47:45,8.4,10.9,307
08/18 23:49:45,1.9,3.9,335
08/18 23:51:45,8.7,9.9,296
08/18 23:53:45,4.3,5.1,271
08/18 23:55:45,6.6,8,316
08/18 23:57:45,6.6,8.9,311
08/18 23:59:45,8.4,8.9,309
08/19 0:01:45,2.9,2.9,335
08/19 0:03:45,2.9,3.9,330
08/19 0:05:45,5.1,7,289
08/19 0:07:45,3.5,5.1,337
08/19 0:09:45,4.7,6,317
08/19 0:11:45,3.9,6,286
08/19 0:13:45,4.1,7,289
08/19 0:15:45,5.1,6,316
08/19 0:17:45,3.9,5.1,300
08/19 0:19:45,4.9,6,335
08/19 0:21:45,5.1,7,304
08/19 0:23:45,3.5,3.9,295
08/19 0:25:45,4.1,5.1,306
08/19 0:27:45,4.3,5.1,309
08/19 0:29:45,3.5,3.9,321
08/19 0:31:45,1.7,1.9,311
08/19 0:33:45,1.9,1.9,317
08/19 0:35:45,4.7,6,323
08/19 0:37:45,4.7,6,310
08/19 0:39:45,5.1,6,311
08/19 0:41:45,3.7,5.1,338
08/19 0:43:45,2.7,2.9,333
08/19 0:45:45,3.9,5.1,335
08/19 0:47:45,4.7,5.1,340
08/19 0:49:45,5.2,7,329
08/19 0:51:45,4.9,6,337
08/19 0:53:45,5.4,7,340
08/19 0:55:45,6.4,7,326
08/19 0:57:45,5.4,7,330
08/19 0:59:45,3.3,3.9,327
08/19 1:01:45,3.3,3.9,338
08/19 1:03:45,4.3,6,345
08/19 1:05:45,2.9,3.9,334
08/19 1:07:45,4.9,6,335
08/19 1:09:45,5.1,7,331
08/19 1:11:45,4.7,6,335
08/19 1:13:45,4.3,5.1,335
08/19 1:15:45,3.9,5.1,348
08/19 1:17:45,2.5,2.9,344
08/19 1:19:45,2.3,2.9,344
08/19 1:21:45,2.1,2.9,5
08/19 1:23:45,2.9,2.9,14
08/19 1:25:45,3.3,3.9,22
08/19 1:27:45,1.9,1.9,22
08/19 1:29:45,1.4,1.9,22
08/19 1:31:45,1.9,1.9,22
08/19 1:33:45,2.3,2.9,22
08/19 1:35:45,2.1,2.9,21
08/19 1:37:45,4.3,5.1,22
08/19 1:39:45,2.9,2.9,29
08/19 1:41:45,2.1,2.9,29
08/19 1:43:45,2.7,2.9,29
08/19 1:45:45,1.9,1.9,29
08/19 1:47:45,2.5,2.9,28
08/19 1:49:45,4.7,6,4
08/19 1:51:45,4.5,6,344
08/19 1:53:45,4.9,6,339
08/19 1:55:45,4.1,5.1,320
08/19 1:57:45,6.2,8,322
08/19 1:59:45,4.7,6,318
08/19 2:01:45,4.9,6,347
08/19 2:03:45,4.7,6,328
08/19 2:05:45,4.3,6,341
08/19 2:07:45,5.2,6,325
08/19 2:09:45,4.7,6,319
08/19 2:11:45,5.1,7,322
08/19 2:13:45,4.7,6,322
08/19 2:15:45,4.1,5.1,338
08/19 2:17:45,5.2,6,325
08/19 2:19:45,3.9,5.1,348
08/19 2:21:45,5.2,6,345
08/19 2:23:45,5.2,7,350
08/19 2:25:45,4.5,6,343
08/19 2:27:45,5.6,7,345
08/19 2:29:45,6.2,8,340
08/19 2:31:45,3.5,3.9,339
08/19 2:33:45,3.9,5.1,352
08/19 2:35:45,5.6,7,342
08/19 2:37:45,4.3,5.1,335
08/19 2:39:45,4.9,6,350
08/19 2:41:45,3.9,5.1,3
08/19 2:43:45,5.1,6,357
08/19 2:45:45,3.9,5.1,9
08/19 2:47:45,4.1,6,358
08/19 2:49:45,4.3,5.1,16
08/19 2:51:45,4.1,5.1,353
08/19 2:53:45,3.5,3.9,16
08/19 2:55:45,3.1,5.1,341
08/19 2:57:45,3.9,5.1,353
08/19 2:59:45,2.1,2.9,357
08/19 3:01:45,3.5,3.9,0
08/19 3:03:45,3.1,3.9,352
08/19 3:05:45,3.3,3.9,349
08/19 3:07:45,3.5,3.9,340
08/19 3:09:45,4.9,6,347
08/19 3:11:45,3.7,3.9,356
08/19 3:13:45,3.5,3.9,16
08/19 3:15:45,4.7,6,357
08/19 3:17:45,3.5,3.9,351
08/19 3:19:45,4.1,5.1,3
08/19 3:21:45,4.7,5.1,355
08/19 3:23:45,3.1,3.9,355
08/19 3:25:45,4.7,6,13
08/19 3:27:45,4.9,6,353
08/19 3:29:45,4.5,5.1,353
08/19 3:31:45,4.7,7,16
08/19 3:33:45,3.1,3.9,17
08/19 3:35:45,3.9,5.1,7
08/19 3:37:45,3.3,5.1,359
08/19 3:39:45,4.3,5.1,351
08/19 3:41:45,3.7,5.1,358
08/19 3:43:45,4.3,5.1,31
08/19 3:45:45,4.3,6,11
08/19 3:47:45,4.9,6,15
08/19 3:49:45,2.3,2.9,19
08/19 3:51:45,4.3,5.1,26
08/19 3:53:45,3.9,5.1,17
08/19 3:55:45,3.9,3.9,28
08/19 3:57:45,4.9,6,17
08/19 3:59:45,3.3,3.9,16
08/19 4:01:45,3.9,5.1,25
08/19 4:03:45,4.1,5.1,12
08/19 4:05:45,4.5,5.1,13
08/19 4:07:45,3.9,5.1,24
08/19 4:09:45,3.5,5.1,20
08/19 4:11:45,3.9,5.1,13
08/19 4:13:45,4.9,6,2
08/19 4:15:45,4.3,6,348
08/19 4:17:45,3.7,5.1,358
08/19 4:19:45,4.3,5.1,358
08/19 4:21:45,3.9,5.1,7
08/19 4:23:45,4.3,6,343
08/19 4:25:45,3.7,3.9,339
08/19 4:27:45,3.5,5.1,357
08/19 4:29:45,3.3,3.9,0
08/19 4:31:45,4.3,6,348
08/19 4:33:45,3.9,5.1,358
08/19 4:35:45,3.5,3.9,13
08/19 4:37:45,3.5,3.9,0
08/19 4:39:45,3.3,3.9,344
08/19 4:41:45,3.3,3.9,355
08/19 4:43:45,2.9,3.9,347
08/19 4:45:45,4.1,5.1,354
08/19 4:47:45,4.3,5.1,5
08/19 4:49:45,3.7,3.9,3
08/19 4:51:45,2.5,2.9,0
08/19 4:53:45,4.5,5.1,355
08/19 4:55:45,3.3,3.9,16
08/19 4:57:45,3.5,3.9,1
08/19 4:59:45,3.5,5.1,348
08/19 5:01:45,4.3,5.1,353
08/19 5:03:45,2.9,2.9,345
08/19 5:05:45,4.3,5.1,2
08/19 5:07:45,4.1,5.1,358
08/19 5:09:45,3.9,5.1,357
08/19 5:11:45,4.3,6,349
08/19 5:13:45,4.1,5.1,350
08/19 5:15:45,3.1,3.9,342
08/19 5:17:45,3.9,3.9,338
08/19 5:19:45,2.9,2.9,326
08/19 5:21:45,3.5,3.9,342
08/19 5:23:45,3.1,3.9,333
08/19 5:25:45,2.5,2.9,333
08/19 5:27:45,2.9,3.9,339
08/19 5:29:45,2.9,2.9,324
08/19 5:31:45,2.3,2.9,333
08/19 5:33:45,2.9,2.9,313
08/19 5:35:45,2.9,3.9,312
08/19 5:37:45,2.5,2.9,323
08/19 5:39:45,2.9,2.9,326
08/19 5:41:45,3.3,3.9,319
08/19 5:43:45,3.3,3.9,326
08/19 5:45:45,3.3,3.9,341
08/19 5:47:45,3.7,5.1,349
08/19 5:49:45,3.5,5.1,332
08/19 5:51:45,2.9,3.9,336
08/19 5:53:45,3.1,3.9,336
08/19 5:55:45,3.5,3.9,344
08/19 5:57:45,3.5,3.9,337
08/19 5:59:45,2.7,3.9,333
08/19 6:01:45,1.9,1.9,333
08/19 6:03:45,3.9,5.1,337
08/19 6:05:45,3.7,3.9,324
08/19 6:07:45,5.2,6,320
08/19 6:09:45,3.1,3.9,339
08/19 6:11:45,2.9,3.9,340
08/19 6:13:45,3.5,3.9,333
08/19 6:15:45,3.9,3.9,11
08/19 6:17:45,3.3,3.9,355
08/19 6:19:45,4.3,6,355
08/19 6:21:45,5.2,6,351
08/19 6:23:45,5.1,6,340
08/19 6:25:45,4.9,6,359
08/19 6:27:45,6,7,358
08/19 6:29:45,5.2,6,337
08/19 6:31:45,4.1,6,331
08/19 6:33:45,5.1,7,352
08/19 6:35:45,4.1,6,321
08/19 6:37:45,3.9,6,331
08/19 6:39:45,4.5,5.1,333
08/19 6:41:45,5.1,6,326
08/19 6:43:45,3.7,3.9,315
08/19 6:45:45,3.5,5.1,337
08/19 6:47:45,2.9,3.9,340
08/19 6:49:45,4.3,5.1,356
08/19 6:51:45,4.1,5.1,357
08/19 6:53:45,3.1,3.9,353
08/19 6:55:45,3.7,5.1,13
08/19 6:57:45,3.3,3.9,16
08/19 6:59:45,3.7,5.1,8
08/19 7:01:45,4.3,5.1,5
